method,task,budget,n,aubc_mean,aubc_std,hv_final_mean,hv_final_std,pareto_size_mean,pareto_size_std,valid_yield_per_100_calls_mean,valid_yield_per_100_calls_std,invalid_null_proxy_rate_mean,invalid_null_proxy_rate_std,recorded_null_rate_mean,recorded_null_rate_std,valid_count_mean,valid_count_std,null_score_count_mean,null_score_count_std,sample_count_mean,sample_count_std
full,bi_kp,50,5,30595.081045775918,3615.420541276064,35331.15958226822,2461.794083728748,6.0,0.0,14.8,3.03315017762062,0.8334343434343434,0.03356287662094458,0.0,0.0,7.4,1.51657508881031,0.0,0.0,7.4,1.51657508881031
full,bi_kp,100,5,28990.40519447092,8224.104699038695,35728.23221904697,3918.223539789011,8.0,0.0,13.8,1.7888543819998317,0.8479609279609279,0.020268326049323156,0.0,0.0,13.8,1.7888543819998317,0.0,0.0,13.8,1.7888543819998317
full,bi_kp,200,5,24189.08308982593,9294.791166291348,30175.451630595526,9609.970709271742,10.0,0.0,10.8,2.4392621835300936,0.8822760750772155,0.02630841440240698,0.0,0.0,21.6,4.878524367060187,0.0,0.0,21.6,4.878524367060187
no_budget_anneal,bi_tsp,25,5,11950.430266975745,1195.5799964012235,14464.220822746083,317.3576401094177,4.0,0.0,21.6,5.366563145999496,0.7478260869565218,0.06204965835399841,0.0,0.0,5.4,1.3416407864998738,0.0,0.0,5.4,1.3416407864998738
no_budget_anneal,bi_tsp,50,5,12857.458321108139,892.2523308563085,14880.246247340106,256.9766819994962,6.0,0.0,22.8,7.5630681604756145,0.741919191919192,0.08643965583343087,0.0,0.0,11.4,3.7815340802378077,0.0,0.0,11.4,3.7815340802378077
no_budget_anneal,bi_tsp,100,5,14005.35867643831,210.34816813625196,14977.311495427615,102.99483159856602,8.0,0.0,21.8,4.764451699828639,0.7577777777777778,0.052938352220318195,0.0,0.0,21.8,4.764451699828638,0.0,0.0,21.8,4.764451699828638
no_budget_anneal,bi_tsp,200,5,14211.461538755686,211.98762163571442,15197.386579431655,279.33809539383134,10.0,0.0,19.3,3.2326459750489227,0.7890710382513662,0.03532946420818499,0.0,0.0,38.6,6.465291950097845,0.0,0.0,38.6,6.465291950097845
no_budget_anneal,tri_tsp,25,5,141582.0789583296,23668.538311756256,206984.8168029975,829.9855305813476,6.0,0.0,24.8,1.7888543819998333,0.7320158102766798,0.028582773774543338,0.0,0.0,6.2,0.4472135954999579,0.0,0.0,6.2,0.4472135954999579
no_budget_anneal,tri_tsp,50,5,154495.79597272,7368.972968251707,206642.71174629178,399.13915147326617,8.0,0.0,19.2,3.03315017762062,0.7948196114708603,0.03263673091685557,0.0,0.0,9.6,1.51657508881031,0.0,0.0,9.6,1.51657508881031
no_budget_anneal,tri_tsp,100,5,177869.94769423793,5367.780182205202,207290.1804874707,223.4679592307172,10.0,0.0,13.0,1.58113883008419,0.8605582246625486,0.01646783350364671,0.0,0.0,13.0,1.5811388300841898,0.0,0.0,13.0,1.5811388300841898
no_budget_anneal,tri_tsp,200,5,192881.84674722832,3189.5135692900435,207695.30539770788,448.46892935898796,12.0,0.0,9.1,2.1621748310439655,0.9024725432695072,0.02310660962664759,0.0,0.0,18.2,4.324349662087931,0.0,0.0,18.2,4.324349662087931
no_budget_anneal,bi_cvrp,25,5,10327.66987942511,6463.737415573003,15167.547840767094,5368.951661962889,3.6,0.8944271909999159,15.2,4.381780460041329,0.8324848484848485,0.053943820043122766,0.0,0.0,3.8,1.0954451150103321,0.0,0.0,3.8,1.0954451150103321
no_budget_anneal,bi_cvrp,50,5,12589.647982351587,1765.118989463231,16205.562683231616,2748.3688819938056,6.0,0.0,14.0,2.8284271247461903,0.8466403162055336,0.029795398687327102,0.0,0.0,7.0,1.4142135623730951,0.0,0.0,7.0,1.4142135623730951
no_budget_anneal,bi_cvrp,100,5,13490.51759764513,1912.2485494775115,16282.409238877346,2192.0019334479557,8.0,0.0,11.200000000000001,2.1679483388678804,0.8786744344949113,0.024243688111221465,0.0,0.0,11.2,2.16794833886788,0.0,0.0,11.2,2.16794833886788
no_budget_anneal,bi_cvrp,200,5,16045.35282491172,537.7042519115546,19622.51631464279,1673.5319290967025,10.0,0.0,11.2,1.4404860290887933,0.8789350289981426,0.015407103325990037,0.0,0.0,22.4,2.8809720581775866,0.0,0.0,22.4,2.8809720581775866
no_budget_anneal,bi_kp,25,5,15705.220672243851,14200.527950362395,25345.987562658724,13667.76436661423,4.0,0.0,20.8,5.21536192416212,0.7567099567099567,0.06238874770668018,0.0,0.0,5.2,1.3038404810405297,0.0,0.0,5.2,1.3038404810405297
no_budget_anneal,bi_kp,50,5,27407.58222242534,8268.707938474163,34235.9448168639,5883.156324959117,6.0,0.0,18.4,2.6076809620810595,0.7955555555555556,0.028974232912011764,0.0,0.0,9.2,1.3038404810405297,0.0,0.0,9.2,1.3038404810405297
no_budget_anneal,bi_kp,100,5,14953.240982849546,13856.58570457027,35264.91676489661,4725.064677260486,8.0,0.0,14.2,3.5637059362410923,0.8428327228327228,0.039963632964600725,0.0,0.0,14.2,3.5637059362410923,0.0,0.0,14.2,3.5637059362410923
no_budget_anneal,bi_kp,200,5,33649.543868596535,6848.315601194743,39056.649821944324,1850.603743741042,10.0,0.0,12.3,2.361143790623519,0.8658232359230221,0.026031296403899416,0.0,0.0,24.6,4.722287581247038,0.0,0.0,24.6,4.722287581247038
no_ph,bi_tsp,25,5,12209.439356516552,1052.2803529242947,14982.463798034369,99.4136177554131,4.0,0.0,28.000000000000004,8.48528137423857,0.6744588744588744,0.10430789605220919,0.0,0.0,7.0,2.1213203435596424,0.0,0.0,7.0,2.1213203435596424
no_ph,bi_tsp,50,5,13503.504064698245,440.2838133237668,15039.872796908945,151.12980740975175,6.0,0.0,20.0,1.4142135623730951,0.7716701902748414,0.016243508837874517,0.0,0.0,10.0,0.7071067811865476,0.0,0.0,10.0,0.7071067811865476
no_ph,bi_tsp,100,5,14104.550008204313,306.21866389355597,15257.581843069991,240.11347584430465,8.0,0.0,22.2,4.658325879540846,0.7538217338217338,0.052058157068587484,0.0,0.0,22.2,4.658325879540846,0.0,0.0,22.2,4.658325879540846
no_ph,bi_tsp,200,5,14180.308766527223,216.09006458147485,15137.970927836008,42.78268116513692,10.0,0.0,22.5,6.304760106459246,0.7540983606557378,0.06890448203780596,0.0,0.0,45.0,12.609520212918492,0.0,0.0,45.0,12.609520212918492
no_ph,tri_tsp,25,5,140588.74644591182,20424.26042114747,206790.0426193879,356.9324546008703,6.0,0.0,27.200000000000003,3.3466401061363027,0.7084650856389987,0.0428049914613822,0.0,0.0,6.8,0.8366600265340756,0.0,0.0,6.8,0.8366600265340756
no_ph,tri_tsp,50,5,156830.5762941919,16633.32341156958,206893.46469914578,286.59908964598793,8.0,0.0,21.2,5.761944116355173,0.7729571384520506,0.06423393321963877,0.0,0.0,10.6,2.8809720581775866,0.0,0.0,10.6,2.8809720581775866
no_ph,tri_tsp,100,5,178793.99023172204,9112.678722462926,207646.88491369726,362.3239823359199,10.0,0.0,12.2,1.6431676725154984,0.8688510240418569,0.01713360914035813,0.0,0.0,12.2,1.6431676725154984,0.0,0.0,12.2,1.6431676725154984
no_ph,tri_tsp,200,5,192252.38712193875,3191.2549959296634,207815.42922233976,703.345208715865,12.0,0.0,11.5,2.091650066335189,0.8767235926628716,0.022603220628683245,0.0,0.0,23.0,4.183300132670378,0.0,0.0,23.0,4.183300132670378
no_ph,bi_cvrp,25,5,10665.752565642411,3790.983750926377,15555.342969828404,2797.13106057356,4.0,0.0,18.400000000000002,5.366563145999496,0.8021221532091097,0.053323809356605044,0.0,0.0,4.6,1.3416407864998738,0.0,0.0,4.6,1.3416407864998738
no_ph,bi_cvrp,50,5,14361.55794247973,759.7073832842174,18341.12447314824,879.9687172391385,6.0,0.0,17.2,3.8987177379235853,0.8116908212560386,0.04113718752691067,0.0,0.0,8.6,1.9493588689617927,0.0,0.0,8.6,1.9493588689617927
no_ph,bi_cvrp,100,5,15164.450087740632,1200.1306008120011,18395.476760531947,1023.6432752617781,8.0,0.0,12.0,1.224744871391589,0.8697928065389496,0.013827774588059746,0.0,0.0,12.0,1.224744871391589,0.0,0.0,12.0,1.224744871391589
no_ph,bi_cvrp,200,5,16773.15475252355,1066.3711349471776,18965.83607830084,1444.5949594623137,10.0,0.0,8.3,1.604680653588121,0.9102915608455581,0.017177788904141997,0.0,0.0,16.6,3.2093613071762426,0.0,0.0,16.6,3.2093613071762426
no_ph,bi_kp,25,5,14427.184336197066,17158.48358085092,16726.012948825493,19251.946716887815,2.8,1.7888543819998317,11.2,7.155417527999327,0.8714458874458875,0.08571669942816891,0.0,0.0,2.8,1.7888543819998317,0.0,0.0,2.8,1.7888543819998317
no_ph,bi_kp,50,5,22652.938966501217,9777.30171204428,28014.15370154762,11696.281622485825,6.0,0.0,18.0,5.0990195135927845,0.7984189723320159,0.05980914381869749,0.0,0.0,9.0,2.5495097567963922,0.0,0.0,9.0,2.5495097567963922
no_ph,bi_kp,100,5,29303.046265775596,2396.495218039925,33689.80884436537,1760.5690813405347,8.0,0.0,13.0,1.58113883008419,0.8575099452518807,0.016614375130908722,0.0,0.0,13.0,1.5811388300841898,0.0,0.0,13.0,1.5811388300841898
no_ph,bi_kp,200,5,25609.470824134067,8439.321963210516,35704.25914997606,3142.428820306363,10.0,0.0,12.9,1.1401754250991374,0.8594737467331908,0.012492655830102797,0.0,0.0,25.8,2.280350850198276,0.0,0.0,25.8,2.280350850198276
no_diversity,bi_tsp,25,5,12320.368312508695,747.2069541360682,14880.659110937604,249.95586998195574,4.0,0.0,24.8,4.381780460041329,0.7134199134199134,0.04656447379922028,0.0,0.0,6.2,1.0954451150103321,0.0,0.0,6.2,1.0954451150103321
no_diversity,bi_tsp,50,5,12960.844284664,677.0208989272778,14801.944385746523,405.29462257324576,6.0,0.0,21.2,3.03315017762062,0.7603030303030303,0.03315032406037113,0.0,0.0,10.6,1.51657508881031,0.0,0.0,10.6,1.51657508881031
no_diversity,bi_tsp,100,5,13755.63354024394,218.27247780672468,15051.259577019015,298.7505289826603,8.0,0.0,23.6,6.066300355241241,0.7382173382173383,0.06791577145125725,0.0,0.0,23.6,6.06630035524124,0.0,0.0,23.6,6.06630035524124
no_diversity,bi_tsp,200,5,14501.629692734012,269.1865492874914,15252.240800189857,119.04030428758476,10.0,0.0,24.8,6.713791775144654,0.7289617486338797,0.07337477349884866,0.0,0.0,49.6,13.427583550289306,0.0,0.0,49.6,13.427583550289306
no_diversity,tri_tsp,25,5,155002.7917791337,14422.756835449614,207234.65469932248,697.527341339055,6.0,0.0,25.6,3.5777087639996634,0.7185770750988142,0.04595870941896799,0.0,0.0,6.4,0.8944271909999159,0.0,0.0,6.4,0.8944271909999159
no_diversity,tri_tsp,50,5,165271.01913176375,10474.233316796011,207109.23050809948,412.88097137324917,8.0,0.0,18.0,2.449489742783178,0.8060129509713229,0.026722338777542303,0.0,0.0,9.0,1.224744871391589,0.0,0.0,9.0,1.224744871391589
no_diversity,tri_tsp,100,5,179646.66100350564,5708.357034313223,207201.23877498237,645.7886439505367,10.0,0.0,13.2,1.6431676725154984,0.8580585479394826,0.017690253954327783,0.0,0.0,13.2,1.6431676725154984,0.0,0.0,13.2,1.6431676725154984
no_diversity,tri_tsp,200,5,189161.66547474498,2610.906719102047,207480.65980895478,504.25446240677854,12.0,0.0,12.7,3.271085446759225,0.8641711229946524,0.03498487108833396,0.0,0.0,25.4,6.54217089351845,0.0,0.0,25.4,6.54217089351845
no_diversity,bi_cvrp,25,5,13271.386261896214,2104.5683996358066,18017.497659590295,1475.1108734867946,4.0,0.0,19.2,3.3466401061363023,0.7856201769245248,0.03752168313851204,0.0,0.0,4.8,0.8366600265340756,0.0,0.0,4.8,0.8366600265340756
no_diversity,bi_cvrp,50,5,13241.787870600376,1373.8377322383315,18001.35891331448,2903.9796610332046,6.0,0.0,15.2,3.03315017762062,0.8312779973649539,0.03272229716134223,0.0,0.0,7.6,1.51657508881031,0.0,0.0,7.6,1.51657508881031
no_diversity,bi_cvrp,100,5,15345.616352106355,1148.3574860822036,18262.2827589545,997.8995529084914,8.0,0.0,10.0,1.7320508075688772,0.8912758349644745,0.018994510840278776,0.0,0.0,10.0,1.7320508075688772,0.0,0.0,10.0,1.7320508075688772
no_diversity,bi_cvrp,200,5,16174.835423731138,720.4956921622207,19787.433691136514,2928.727150457237,10.0,0.0,8.5,1.1726039399558572,0.9081081081081082,0.012676799350874124,0.0,0.0,17.0,2.345207879911715,0.0,0.0,17.0,2.345207879911715
no_diversity,bi_kp,25,5,22619.866403908833,6349.544865089073,28193.574193866407,7583.8727440301245,4.0,0.0,19.2,3.3466401061363023,0.7714285714285715,0.039840953644479794,0.0,0.0,4.8,0.8366600265340756,0.0,0.0,4.8,0.8366600265340756
no_diversity,bi_kp,50,5,21731.68982272723,7802.563623792463,31265.1790921882,8232.935566112816,6.0,0.0,20.0,4.690415759823429,0.7784014053579271,0.053824327815233934,0.0,0.0,10.0,2.345207879911715,0.0,0.0,10.0,2.345207879911715
no_diversity,bi_kp,100,5,33983.227588274305,988.447178913655,38712.73005349452,1371.5693700833956,8.0,0.0,13.2,2.280350850198276,0.8546764346764346,0.024740027857085057,0.0,0.0,13.2,2.280350850198276,0.0,0.0,13.2,2.280350850198276
no_diversity,bi_kp,200,5,27984.844917759743,15533.809553187646,36182.45445393145,8943.25631053908,10.0,0.0,11.6,2.6786190471957747,0.8732240437158469,0.029274525105964743,0.0,0.0,23.2,5.357238094391549,0.0,0.0,23.2,5.357238094391549
