ablation,task,budget,seed,aubc,hv_final,pareto_size,consumed_budget,total_budget,n_calls,run_dir
mpage_orig,bi_kp,100,2025,31796.066129546547,35328.96236616288,8,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B100/seed2025/20260527_114230_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,100,2026,8831.542273636856,10640.412377875713,8,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B100/seed2026/20260527_120458_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,100,2027,13868.004198334529,16125.586277133189,8,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B100/seed2027/20260527_123302_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,100,2028,31253.72832799814,38584.84978765202,8,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B100/seed2028/20260527_125308_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,100,2029,29481.170916229476,35519.4830316018,8,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B100/seed2029/20260527_131422_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,200,2025,31094.84757305008,35383.50515246197,10,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B200/seed2025/20260527_133708_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,200,2026,14817.27000519778,16018.67027588953,10,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B200/seed2026/20260527_144525_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,200,2027,20672.469590159795,29249.209906250933,10,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B200/seed2027/20260527_152334_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,200,2028,32487.315409428058,38220.371069915316,10,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B200/seed2028/20260527_161247_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,200,2029,27282.01088369319,31002.28509510597,10,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B200/seed2029/20260527_170735_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,25,2025,16618.691763151626,25966.705879924426,4,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B25/seed2025/20260526_212958_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,25,2026,23096.75052358375,38494.58420597292,4,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B25/seed2026/20260526_214030_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,25,2027,839.2652299144668,2622.703843482709,4,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B25/seed2027/20260526_215117_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,25,2028,20639.21264703821,28665.57312088641,4,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B25/seed2028/20260527_004052_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,25,2029,19892.898376885372,24866.12297110671,4,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B25/seed2029/20260527_004832_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,50,2025,25140.4524754193,33973.58442624228,6,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B50/seed2025/20260527_005803_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,50,2026,22976.356463535543,27352.805313732788,6,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B50/seed2026/20260527_010918_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,50,2027,25705.006336115614,37801.47990605239,6,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B50/seed2027/20260527_012136_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,50,2028,19176.275872708837,33062.544608118675,6,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B50/seed2028/20260527_013419_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_kp,50,2029,12482.417948024762,16003.099933365076,6,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_kp/B50/seed2029/20260527_112546_BIKPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,100,2025,13360.084874993374,15217.68677731296,8,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B100/seed2025/20260526_004827_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,100,2026,12718.52648464754,14973.871427775333,8,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B100/seed2026/20260526_005827_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,100,2027,13107.871373536815,15066.724380929141,8,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B100/seed2027/20260526_011219_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,100,2028,13372.299643442253,15131.529824596137,8,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B100/seed2028/20260526_012636_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,100,2029,12222.75182259088,15093.281807396492,8,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B100/seed2029/20260526_013811_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,200,2025,13956.7595572464,15150.614526317624,10,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B200/seed2025/20260526_015003_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,200,2026,14199.470137134484,15236.99735145164,10,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B200/seed2026/20260526_021717_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,200,2027,12521.066369306596,14572.255857112392,10,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B200/seed2027/20260526_024026_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,200,2028,13067.507499553265,14996.972597168611,10,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B200/seed2028/20260526_030401_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,200,2029,13568.053931413244,15124.715363391148,10,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B200/seed2029/20260526_032622_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,25,2025,11175.53464447517,14704.650847993646,4,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B25/seed2025/20260525_235730_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,25,2026,11806.98632579211,15542.631497863178,4,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B25/seed2026/20260526_000053_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,25,2027,6654.8555788539825,13864.282455945797,4,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B25/seed2027/20260526_000637_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,25,2028,10248.946206588858,15071.979715571846,4,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B25/seed2028/20260526_001034_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,25,2029,9323.334609582285,14570.606657378674,4,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B25/seed2029/20260526_001342_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,50,2025,11139.2267463209,15053.009116649873,6,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B50/seed2025/20260526_001711_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,50,2026,12329.684131794202,15042.920863118195,6,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B50/seed2026/20260526_002211_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,50,2027,10337.05923175995,14767.22747394278,6,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B50/seed2027/20260526_002801_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,50,2028,12485.320691468147,14517.8147575211,6,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B50/seed2028/20260526_003555_BITSPEvaluation_MPaGE-orig
mpage_orig,bi_tsp,50,2029,12746.473359704336,15176.232657821538,6,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/bi_tsp/B50/seed2029/20260526_004235_BITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,100,2025,121860.01227856004,206542.39369247438,10,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B100/seed2025/20260526_062652_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,100,2026,167795.37456760957,207154.78341680177,10,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B100/seed2026/20260526_065544_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,100,2027,162288.87889966377,208062.66525597955,10,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B100/seed2027/20260526_071929_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,100,2028,166030.63897696315,207538.29872120416,10,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B100/seed2028/20260526_074829_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,100,2029,145258.80155228058,207512.57364611502,10,100.0,100.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B100/seed2029/20260526_081715_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,200,2025,165365.1598219482,206706.4497774347,12,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B200/seed2025/20260526_084754_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,200,2026,164528.8430194459,206954.51952131648,12,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B200/seed2026/20260526_095040_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,200,2027,160630.69644015288,207265.41476148798,12,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B200/seed2027/20260526_104202_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,200,2028,169427.68244235116,207886.7269231299,12,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B200/seed2028/20260526_113245_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,200,2029,165678.61683101635,207098.27103876998,12,200.0,200.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B200/seed2029/20260526_121813_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,25,2025,41610.5987020576,208052.993510288,6,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B25/seed2025/20260526_034743_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,25,2026,98954.6115682449,206155.44076717686,6,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B25/seed2026/20260526_040355_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,25,2027,99089.87701185847,206437.2437747052,6,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B25/seed2027/20260526_041544_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,25,2028,65983.79026639968,206199.34458249898,6,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B25/seed2028/20260526_042831_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,25,2029,132184.39091025144,206538.1107972679,6,25.0,25.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B25/seed2029/20260526_044025_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,50,2025,115820.96062695242,206823.14397670078,8,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B50/seed2025/20260526_045216_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,50,2026,152726.7207356753,206387.46045361512,8,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B50/seed2026/20260526_051607_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,50,2027,136857.17871286935,207359.36168616576,8,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B50/seed2027/20260526_053015_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,50,2028,128287.49845089922,206915.3200820956,8,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B50/seed2028/20260526_054746_TRITSPEvaluation_MPaGE-orig
mpage_orig,tri_tsp,50,2029,153480.75012444647,207406.41908708992,8,50.0,50.0,1,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/mpage_orig/tri_tsp/B50/seed2029/20260526_060732_TRITSPEvaluation_MPaGE-orig
