comparator,task,budget,seed,metric,full,comparator_value,delta,delta_pct
mpage_orig,bi_cvrp,50,2025,aubc,12933.955947996285,10099.447545711615,2834.5084022846695,28.06597479174242
mpage_orig,bi_cvrp,50,2026,aubc,13544.34169364806,9098.50732986523,4445.834363782831,48.863337716832774
mpage_orig,bi_cvrp,50,2027,aubc,15113.525001958425,6393.996997874462,8719.528004083964,136.3705364106766
mpage_orig,bi_cvrp,50,2028,aubc,13887.587050876824,3435.6988364606946,10451.888214416129,304.21433053146194
mpage_orig,bi_cvrp,50,2029,aubc,13989.577496981747,8403.552685705881,5586.024811275865,66.47218170926064
mpage_orig,bi_cvrp,50,2025,hv_final,15967.846849378127,17412.840596054517,-1444.9937466763895,-8.29843780344376
mpage_orig,bi_cvrp,50,2026,hv_final,18818.646878663556,19779.36376057659,-960.7168819130347,-4.85716777112869
mpage_orig,bi_cvrp,50,2027,hv_final,17174.46022949821,13320.82707890513,3853.633150593081,28.929383496732708
mpage_orig,bi_cvrp,50,2028,hv_final,19290.96282816287,13214.226294079594,6076.736534083275,45.98632109702747
mpage_orig,bi_cvrp,50,2029,hv_final,17096.25115787379,17507.401428553923,-411.15027068013296,-2.3484368731590433
mpage_orig,bi_cvrp,100,2025,aubc,14167.71242913809,11642.578790938058,2525.133638200032,21.688782902336534
mpage_orig,bi_cvrp,100,2026,aubc,14428.463817880409,14425.472892086445,2.99092579396347,0.020733641221593047
mpage_orig,bi_cvrp,100,2027,aubc,15573.858194058372,11431.475469254196,4142.382724804176,36.23664098256978
mpage_orig,bi_cvrp,100,2028,aubc,14288.497100341723,10992.309800024233,3296.1873003174896,29.98630279061296
mpage_orig,bi_cvrp,100,2029,aubc,15107.736198786446,12566.853593294867,2540.882605491579,20.218924224972955
mpage_orig,bi_cvrp,100,2025,hv_final,20957.553435524558,18191.529360840734,2766.0240746838244,15.205011188547978
mpage_orig,bi_cvrp,100,2026,hv_final,16875.396278222703,19233.963856115297,-2358.5675778925943,-12.262514349805775
mpage_orig,bi_cvrp,100,2027,hv_final,17208.683087357313,18740.123720088854,-1531.440632731541,-8.171987846002759
mpage_orig,bi_cvrp,100,2028,hv_final,20680.98919509936,15267.09694447809,5413.892250621269,35.46117687147723
mpage_orig,bi_cvrp,100,2029,hv_final,18651.52617134129,19333.62091276133,-682.0947414200382,-3.5280237700834216
mpage_orig,bi_cvrp,200,2025,aubc,16281.627803444408,11322.390316398576,4959.237487045832,43.800269629136636
mpage_orig,bi_cvrp,200,2026,aubc,15475.863730195835,15099.611159057948,376.25257113788757,2.491803048267127
mpage_orig,bi_cvrp,200,2027,aubc,16401.447816879467,15985.820277892295,415.62753898717165,2.5999763025108313
mpage_orig,bi_cvrp,200,2028,aubc,14278.701887727382,11543.8246410658,2734.877246661583,23.691257721748293
mpage_orig,bi_cvrp,200,2029,aubc,16098.179226259928,12745.284632697832,3352.894593562096,26.306941666569728
mpage_orig,bi_cvrp,200,2025,hv_final,23355.061311467292,17691.23486937278,5663.8264420945125,32.014873376079464
mpage_orig,bi_cvrp,200,2026,hv_final,21490.572812608785,19235.173451029237,2255.399361579548,11.725391337497214
mpage_orig,bi_cvrp,200,2027,hv_final,17731.378121000052,18942.030775127965,-1210.6526541279127,-6.391356177699659
mpage_orig,bi_cvrp,200,2028,hv_final,15977.595011048308,15189.2429487708,788.3520622775086,5.190199833766607
mpage_orig,bi_cvrp,200,2029,hv_final,19301.556572451325,14994.45250905624,4307.104063395085,28.72465040516625
mpage_orig,bi_kp,25,2025,aubc,1195.390074893465,16618.691763151626,-15423.301688258161,-92.80695441055123
mpage_orig,bi_kp,25,2026,aubc,31051.104865835445,23096.75052358375,7954.354342251696,34.43927895454222
mpage_orig,bi_kp,25,2027,aubc,24689.802685460574,839.2652299144668,23850.537455546106,2841.8355253412346
mpage_orig,bi_kp,25,2028,aubc,26495.61225925405,20639.21264703821,5856.399612215839,28.37511155279584
mpage_orig,bi_kp,25,2029,aubc,33090.31622221644,19892.898376885372,13197.417845331067,66.34235793747307
mpage_orig,bi_kp,25,2025,hv_final,13437.249410821145,25966.705879924426,-12529.456469103281,-48.25200596118027
mpage_orig,bi_kp,25,2026,hv_final,36965.60103075648,38494.58420597292,-1528.9831752164391,-3.9719436038984313
mpage_orig,bi_kp,25,2027,hv_final,28056.593960750648,2622.703843482709,25433.89011726794,969.7583728513576
mpage_orig,bi_kp,25,2028,hv_final,28799.57854266745,28665.57312088641,134.00542178103933,0.4674786065358649
mpage_orig,bi_kp,25,2029,hv_final,36767.01802468493,24866.12297110671,11900.895053578217,47.85987372219831
mpage_orig,bi_kp,50,2025,aubc,30250.70023540865,25140.4524754193,5110.24775998935,20.326793103607898
mpage_orig,bi_kp,50,2026,aubc,34539.384433736785,22976.356463535543,11563.027970201241,50.32576852884512
mpage_orig,bi_kp,50,2027,aubc,25906.364408497604,25705.006336115614,201.3580723819905,0.7833418508015777
mpage_orig,bi_kp,50,2028,aubc,28490.691990880394,19176.275872708837,9314.416118171557,48.57260179192344
mpage_orig,bi_kp,50,2029,aubc,33788.26416035615,12482.417948024762,21305.846212331388,170.6868517065066
mpage_orig,bi_kp,50,2025,hv_final,36520.044364833804,33973.58442624228,2546.4599385915208,7.4954114545080275
mpage_orig,bi_kp,50,2026,hv_final,37139.1230470288,27352.805313732788,9786.317733296011,35.778113509924616
mpage_orig,bi_kp,50,2027,hv_final,31983.165936416797,37801.47990605239,-5818.31396963559,-15.391762396857967
mpage_orig,bi_kp,50,2028,hv_final,33470.948829332636,33062.544608118675,408.40422121396114,1.235247395669825
mpage_orig,bi_kp,50,2029,hv_final,37542.51573372906,16003.099933365076,21539.415800363982,134.59527147897242
mpage_orig,bi_kp,100,2025,aubc,26375.912708105887,31796.066129546547,-5420.15342144066,-17.04661639385626
mpage_orig,bi_kp,100,2026,aubc,36003.19584744661,8831.542273636856,27171.653573809752,307.66600817753186
mpage_orig,bi_kp,100,2027,aubc,33764.92344563623,13868.004198334529,19896.919247301703,143.47355944477732
mpage_orig,bi_kp,100,2028,aubc,33054.50227867011,31253.72832799814,1800.77395067197,5.761789223267733
mpage_orig,bi_kp,100,2029,aubc,15753.49169249577,29481.170916229476,-13727.679223733705,-46.56422657953716
mpage_orig,bi_kp,100,2025,hv_final,29551.883393316413,35328.96236616288,-5777.078972846466,-16.352246389154057
mpage_orig,bi_kp,100,2026,hv_final,40003.550941607355,10640.412377875713,29363.13856373164,275.95865198594674
mpage_orig,bi_kp,100,2027,hv_final,37517.056269632165,16125.586277133189,21391.469992498976,132.65545590012468
mpage_orig,bi_kp,100,2028,hv_final,36727.224754077884,38584.84978765202,-1857.6250335741352,-4.814389699059074
mpage_orig,bi_kp,100,2029,hv_final,34841.445736601054,35519.4830316018,-678.037295000744,-1.9089165638967565
mpage_orig,bi_kp,200,2025,aubc,16042.749254853217,31094.84757305008,-15052.098318196862,-48.40704969797801
mpage_orig,bi_kp,200,2026,aubc,18023.10944601504,14817.27000519778,3205.8394408172608,21.63583061989609
mpage_orig,bi_kp,200,2027,aubc,31455.638299498092,20672.469590159795,10783.168709338297,52.16197640204121
mpage_orig,bi_kp,200,2028,aubc,18668.551453004176,32487.315409428058,-13818.763956423882,-42.535875255526875
mpage_orig,bi_kp,200,2029,aubc,36755.36699575912,27282.01088369319,9473.356112065929,34.723819121882535
mpage_orig,bi_kp,200,2025,hv_final,16931.661482694693,35383.50515246197,-18451.843669767277,-52.14815092586554
mpage_orig,bi_kp,200,2026,hv_final,23789.178926416105,16018.67027588953,7770.508650526575,48.50907420338342
mpage_orig,bi_kp,200,2027,hv_final,37673.70547047862,29249.209906250933,8424.495564227687,28.802472241916057
mpage_orig,bi_kp,200,2028,hv_final,32820.136617507604,38220.371069915316,-5400.2344524077125,-14.129204665567574
mpage_orig,bi_kp,200,2029,hv_final,39662.5756558806,31002.28509510597,8660.290560774632,27.934362045273065
dense_reward,bi_tsp,25,2025,aubc,13024.238918151717,12010.837202807923,1013.4017153437944,8.43739448160099
dense_reward,bi_tsp,25,2026,aubc,13123.326645104798,12335.423250290218,787.9033948145807,6.3873235545123475
dense_reward,bi_tsp,25,2027,aubc,11833.354468949772,11297.014967557683,536.339501392089,4.747621410897729
dense_reward,bi_tsp,25,2028,aubc,12385.274436273967,12604.658861599266,-219.38442532529916,-1.7405026802721713
dense_reward,bi_tsp,25,2029,aubc,11775.518020234107,12300.874882921076,-525.3568626869692,-4.270890222746604
dense_reward,bi_tsp,25,2025,hv_final,14536.88709305557,14647.635057547972,-110.74796449240239,-0.7560808557647292
dense_reward,bi_tsp,25,2026,hv_final,15263.779217934301,15043.199085719782,220.58013221451984,1.4663113275148465
dense_reward,bi_tsp,25,2027,hv_final,14273.1958389995,14122.847012452077,150.3488265474225,1.0645787383723793
dense_reward,bi_tsp,25,2028,hv_final,14413.461889953944,15009.239369284833,-595.777479330889,-3.96940487570675
dense_reward,bi_tsp,25,2029,hv_final,15100.280207372994,15013.212178364589,87.06802900840557,0.5799427062909146
dense_reward,bi_tsp,50,2025,aubc,12834.430162921422,12842.8731375605,-8.442974639077875,-0.06574054379144822
dense_reward,bi_tsp,50,2026,aubc,12789.328508037073,13060.457125886285,-271.1286178492119,-2.0759504451940303
dense_reward,bi_tsp,50,2027,aubc,12810.097187996642,13056.312366195669,-246.21517819902692,-1.885794175976574
dense_reward,bi_tsp,50,2028,aubc,13113.357908658963,13804.820653423443,-691.4627447644798,-5.008849894714162
dense_reward,bi_tsp,50,2029,aubc,13110.536483267988,13291.986245932116,-181.44976266412777,-1.3651064581838401
dense_reward,bi_tsp,50,2025,hv_final,15101.115225139625,14597.38533516372,503.72988997590437,3.4508227220834353
dense_reward,bi_tsp,50,2026,hv_final,14695.422101762046,14352.305793915144,343.1163078469017,2.39067027120039
dense_reward,bi_tsp,50,2027,hv_final,14280.921487786007,14402.476796712172,-121.5553089261648,-0.8439889238628262
dense_reward,bi_tsp,50,2028,hv_final,14904.401318350609,15174.777579695055,-270.3762613444469,-1.7817477714219043
dense_reward,bi_tsp,50,2029,hv_final,15069.90423488014,14620.850214427399,449.0540204527406,3.071326317327494
dense_reward,bi_tsp,100,2025,aubc,13918.09759149614,13711.602888211439,206.49470328470125,1.5059851497175147
dense_reward,bi_tsp,100,2026,aubc,14117.248139808182,13246.83535338595,870.4127864222319,6.570722464665879
dense_reward,bi_tsp,100,2027,aubc,14252.99935548939,12929.543428777675,1323.4559267117147,10.235906116886229
dense_reward,bi_tsp,100,2028,aubc,13864.553711480794,13725.518540414116,139.03517106667823,1.0129684401889438
dense_reward,bi_tsp,100,2029,aubc,13997.771114406823,14013.234313378718,-15.463198971894599,-0.1103471092118391
dense_reward,bi_tsp,100,2025,hv_final,14968.25389571526,14972.278799418124,-4.0249037028643215,-0.026882372127756682
dense_reward,bi_tsp,100,2026,hv_final,14946.857918219399,14241.610772466325,705.2471457530737,4.952018118038626
dense_reward,bi_tsp,100,2027,hv_final,15014.01187066634,14961.316176629802,52.69569403653804,0.35221295649676687
dense_reward,bi_tsp,100,2028,hv_final,15137.157173000645,15035.488813101614,101.6683598990312,0.6761892557190397
dense_reward,bi_tsp,100,2029,hv_final,15051.7927770676,14990.120738542351,61.672038525248354,0.411417890495569
dense_reward,bi_tsp,200,2025,aubc,14380.437637309426,14060.845705673388,319.59193163603777,2.272921119581639
dense_reward,bi_tsp,200,2026,aubc,14592.658812191205,13892.321874678542,700.3369375126622,5.041179896566916
dense_reward,bi_tsp,200,2027,aubc,13989.500831149868,14570.7073860803,-581.2065549304316,-3.9888698573802284
dense_reward,bi_tsp,200,2028,aubc,14113.315819659387,14233.890298708584,-120.57447904919718,-0.8470943397683506
dense_reward,bi_tsp,200,2029,aubc,14583.396091965678,14536.156400545839,47.2396914198398,0.3249806215490869
dense_reward,bi_tsp,200,2025,hv_final,15101.350558915781,15104.124401757512,-2.773842841730584,-0.018364803996240298
dense_reward,bi_tsp,200,2026,hv_final,15377.813820348845,15452.465736428698,-74.65191607985253,-0.48310682161141205
dense_reward,bi_tsp,200,2027,hv_final,15183.61359870662,15265.087610142253,-81.47401143563184,-0.5337277683326258
dense_reward,bi_tsp,200,2028,hv_final,15143.162618048673,15111.253378289313,31.90923975935948,0.21116209860660984
dense_reward,bi_tsp,200,2029,hv_final,15186.557480906975,15203.9620006847,-17.404519777725,-0.1144735811424713
dense_reward,tri_tsp,25,2025,aubc,115479.60804093242,138205.63887431155,-22726.030833379133,-16.443635019875625
dense_reward,tri_tsp,25,2026,aubc,149119.5999347522,151486.82821010897,-2367.228275356785,-1.5626627762471146
dense_reward,tri_tsp,25,2027,aubc,161070.49968497525,166017.851979272,-4947.352294296754,-2.9800122308018095
dense_reward,tri_tsp,25,2028,aubc,144667.47474195415,136773.24690254361,7894.227839410538,5.771763132182928
dense_reward,tri_tsp,25,2029,aubc,151913.61187140917,153799.44320934443,-1885.8313379352621,-1.226162656108165
dense_reward,tri_tsp,25,2025,hv_final,206213.5857873793,203243.58657986994,2969.9992075093614,1.461300333008153
dense_reward,tri_tsp,25,2026,hv_final,207110.5554649336,204711.93001366078,2398.625451272819,1.171707702190461
dense_reward,tri_tsp,25,2027,hv_final,207479.51920738546,207522.31497409,-42.795766704541165,-0.020622248122992293
dense_reward,tri_tsp,25,2028,hv_final,207863.60889236676,207232.19227658122,631.4166157855361,0.30469040975198425
dense_reward,tri_tsp,25,2029,hv_final,205288.66469109347,207837.08541803304,-2548.42072693957,-1.2261626561081762
dense_reward,tri_tsp,50,2025,aubc,158972.99212707314,152690.24868711547,6282.743439957674,4.114698544261275
dense_reward,tri_tsp,50,2026,aubc,147290.9463269837,177322.6140255868,-30031.667698603094,-16.936174702607122
dense_reward,tri_tsp,50,2027,aubc,164612.5514833141,153611.9344916144,11000.616991699702,7.161303597996294
dense_reward,tri_tsp,50,2028,aubc,155685.0948226461,176685.03444596278,-20999.93962331669,-11.8855225566596
dense_reward,tri_tsp,50,2029,aubc,178223.03044801342,173781.35512356705,4441.675324446376,2.5558986585690446
dense_reward,tri_tsp,50,2025,hv_final,206458.43133386123,206338.17390150737,120.25743235385744,0.05828171786150804
dense_reward,tri_tsp,50,2026,hv_final,207452.03708025874,206551.52925281035,900.5078274483967,0.43597248139770617
dense_reward,tri_tsp,50,2027,hv_final,208394.09539483703,207597.79719521652,796.2981996205053,0.38357738395060625
dense_reward,tri_tsp,50,2028,hv_final,208159.94563120895,207864.74640701507,295.1992241938715,0.14201505031345985
dense_reward,tri_tsp,50,2029,hv_final,207236.0819162947,206882.56562329413,353.5162930005754,0.17087775953257278
dense_reward,tri_tsp,100,2025,aubc,166479.00382380327,181314.01606162902,-14835.012237825751,-8.181944540229747
dense_reward,tri_tsp,100,2026,aubc,178803.26376682252,187758.4186748727,-8955.154908050172,-4.769509123080729
dense_reward,tri_tsp,100,2027,aubc,178851.2959458734,172699.5853477445,6151.710598128906,3.562087648179313
dense_reward,tri_tsp,100,2028,aubc,184921.41211274077,181822.43007078912,3098.9820419516473,1.70440029909682
dense_reward,tri_tsp,100,2029,aubc,189869.62446882567,175057.46766995493,14812.15679887074,8.46131101747507
dense_reward,tri_tsp,100,2025,hv_final,208098.75477975412,207216.01835614746,882.7364236066642,0.4259981591237194
dense_reward,tri_tsp,100,2026,hv_final,207919.04646288863,207468.9703569202,450.0761059684155,0.21693658824937234
dense_reward,tri_tsp,100,2027,hv_final,207966.62319287602,206826.08304182475,1140.5401510512747,0.5514488957471642
dense_reward,tri_tsp,100,2028,hv_final,206983.84350450954,207797.0629380447,-813.2194335351523,-0.39135270828039026
dense_reward,tri_tsp,100,2029,hv_final,208670.78134267608,207170.70130077575,1500.0800419003353,0.7240792411676411
dense_reward,tri_tsp,200,2025,aubc,184462.18781133674,191607.055332038,-7144.867520701257,-3.7289167188128025
dense_reward,tri_tsp,200,2026,aubc,189091.12585590928,178573.622994732,10517.502861177287,5.889729224728546
dense_reward,tri_tsp,200,2027,aubc,184617.01542857313,190006.31905392915,-5389.303625356028,-2.836381259418219
dense_reward,tri_tsp,200,2028,aubc,188780.6055979618,182947.16858441345,5833.437013548362,3.188591033512922
dense_reward,tri_tsp,200,2029,aubc,195209.79855488252,192983.59137827466,2226.207176607859,1.1535732964178091
dense_reward,tri_tsp,200,2025,hv_final,207327.5086725669,206791.2401713577,536.2685012092115,0.25932844194214155
dense_reward,tri_tsp,200,2026,hv_final,207727.4552454591,207344.45974406038,382.9955013987201,0.18471460576834353
dense_reward,tri_tsp,200,2027,hv_final,207066.5399438513,207139.8143434851,-73.27439963381039,-0.035374367726481726
dense_reward,tri_tsp,200,2028,hv_final,208282.42637503313,207916.29621694633,366.1301580868021,0.17609497896440285
dense_reward,tri_tsp,200,2029,hv_final,207771.11814639016,208083.5431814063,-312.42503501614556,-0.15014403841815405
dense_reward,bi_cvrp,25,2025,aubc,19286.782762465995,12909.170794904223,6377.611967561772,49.403730641469835
dense_reward,bi_cvrp,25,2026,aubc,13826.509200725273,12861.593476759352,964.9157239659216,7.502303083280504
dense_reward,bi_cvrp,25,2027,aubc,11458.66656405157,13136.158124812106,-1677.4915607605362,-12.770031730906329
dense_reward,bi_cvrp,25,2028,aubc,13683.390241365241,7474.496723058774,6208.893518306468,83.06771343081965
dense_reward,bi_cvrp,25,2029,aubc,8741.613521885716,0.0,8741.613521885716,nan
dense_reward,bi_cvrp,25,2025,hv_final,22960.455669602372,16302.478793852824,6657.976875749548,40.84027318753558
dense_reward,bi_cvrp,25,2026,hv_final,19203.7129532173,17863.324273276878,1340.3886799404208,7.503579173925723
dense_reward,bi_cvrp,25,2027,hv_final,19097.777606752614,17751.56503352987,1346.2125732227432,7.583627531882198
dense_reward,bi_cvrp,25,2028,hv_final,18491.067893736814,12887.063315618576,5604.004578118238,43.48550512145324
dense_reward,bi_cvrp,25,2029,hv_final,14569.355869809526,18392.16389516577,-3822.808025356244,-20.784982382421234
dense_reward,bi_cvrp,50,2025,aubc,12933.955947996285,15634.83910464972,-2700.8831566534354,-17.274774230648827
dense_reward,bi_cvrp,50,2026,aubc,13544.34169364806,10804.901516858345,2739.440176789716,25.353680202596074
dense_reward,bi_cvrp,50,2027,aubc,15113.525001958425,13637.439091198945,1476.0859107594806,10.823776376842531
dense_reward,bi_cvrp,50,2028,aubc,13887.587050876824,14030.005611656983,-142.41856078015917,-1.0150998133730549
dense_reward,bi_cvrp,50,2029,aubc,13989.577496981747,14571.966192495087,-582.3886955133403,-3.996637707087769
dense_reward,bi_cvrp,50,2025,hv_final,15967.846849378127,18393.928358411435,-2426.081509033307,-13.189577896359882
dense_reward,bi_cvrp,50,2026,hv_final,18818.646878663556,18906.210373493526,-87.5634948299703,-0.46314672850955585
dense_reward,bi_cvrp,50,2027,hv_final,17174.46022949821,17046.79886399868,127.6613654995308,0.7488876153113999
dense_reward,bi_cvrp,50,2028,hv_final,19290.96282816287,17109.7629410451,2181.1998871177675,12.748276493563937
dense_reward,bi_cvrp,50,2029,hv_final,17096.25115787379,19173.639726967216,-2077.3885690934258,-10.834607297703801
dense_reward,bi_cvrp,100,2025,aubc,14167.71242913809,16145.927137760917,-1978.214708622827,-12.252097335409884
dense_reward,bi_cvrp,100,2026,aubc,14428.463817880409,15760.145920986768,-1331.6821031063591,-8.449681302335177
dense_reward,bi_cvrp,100,2027,aubc,15573.858194058372,11502.932641358455,4070.925552699917,35.39032766359966
dense_reward,bi_cvrp,100,2028,aubc,14288.497100341723,15571.604527778261,-1283.1074274365383,-8.240046330149198
dense_reward,bi_cvrp,100,2029,aubc,15107.736198786446,15992.949597705547,-885.2133989191007,-5.535022751813711
dense_reward,bi_cvrp,100,2025,hv_final,20957.553435524558,17842.720438209464,3114.832997315094,17.457164158918314
dense_reward,bi_cvrp,100,2026,hv_final,16875.396278222703,17615.456404041688,-740.0601258189854,-4.2011975667527235
dense_reward,bi_cvrp,100,2027,hv_final,17208.683087357313,14543.400997291288,2665.2820900660245,18.32640171691913
dense_reward,bi_cvrp,100,2028,hv_final,20680.98919509936,17410.893505500368,3270.095689598991,18.781894729101168
dense_reward,bi_cvrp,100,2029,hv_final,18651.52617134129,18080.900810337163,570.6253610041276,3.155956481315858
dense_reward,bi_cvrp,200,2025,aubc,16281.627803444408,15904.607734908128,377.0200685362797,2.3705084389398667
dense_reward,bi_cvrp,200,2026,aubc,15475.863730195835,16811.52982289634,-1335.666092700505,-7.944940804146238
dense_reward,bi_cvrp,200,2027,aubc,16401.447816879467,17303.211583223456,-901.7637663439891,-5.211539846269375
dense_reward,bi_cvrp,200,2028,aubc,14278.701887727382,21074.612408577526,-6795.910520850144,-32.24690632072624
dense_reward,bi_cvrp,200,2029,aubc,16098.179226259928,13014.629166285698,3083.55005997423,23.69295367986468
dense_reward,bi_cvrp,200,2025,hv_final,23355.061311467292,18076.75657911258,5278.304732354711,29.199401503551314
dense_reward,bi_cvrp,200,2026,hv_final,21490.572812608785,18480.384255588197,3010.1885570205886,16.28856042920401
dense_reward,bi_cvrp,200,2027,hv_final,17731.378121000052,23664.697411482968,-5933.319290482916,-25.072449426730703
dense_reward,bi_cvrp,200,2028,hv_final,15977.595011048308,23746.1147577635,-7768.51974671519,-32.714908632265285
dense_reward,bi_cvrp,200,2029,hv_final,19301.556572451325,14582.299231803338,4719.257340647988,32.36291661300914
dense_reward,bi_kp,25,2025,aubc,1195.390074893465,24962.3923585594,-23767.002283665934,-95.21123593555096
dense_reward,bi_kp,25,2026,aubc,31051.104865835445,25865.050693087964,5186.054172747481,20.05043111759055
dense_reward,bi_kp,25,2027,aubc,24689.802685460574,26487.92721462508,-1798.1245291645064,-6.788468250440105
dense_reward,bi_kp,25,2028,aubc,26495.61225925405,23899.723007233642,2595.8892520204063,10.861587187578348
dense_reward,bi_kp,25,2029,aubc,33090.31622221644,5195.77219738122,27894.544024835217,536.8700351969753
dense_reward,bi_kp,25,2025,hv_final,13437.249410821145,31202.99044819925,-17765.741037378102,-56.93602049736673
dense_reward,bi_kp,25,2026,hv_final,36965.60103075648,32331.313366359955,4634.287664396525,14.333743921514808
dense_reward,bi_kp,25,2027,hv_final,28056.593960750648,31533.246684077472,-3476.6527233268243,-11.025356057238278
dense_reward,bi_kp,25,2028,hv_final,28799.57854266745,26555.247785815158,2244.3307568522905,8.451552683500573
dense_reward,bi_kp,25,2029,hv_final,36767.01802468493,6836.54236497529,29930.475659709635,437.80136305522353
dense_reward,bi_kp,50,2025,aubc,30250.70023540865,28396.632557432615,1854.067677976036,6.529181494411906
dense_reward,bi_kp,50,2026,aubc,34539.384433736785,10341.829664563904,24197.55476917288,233.97750256983417
dense_reward,bi_kp,50,2027,aubc,25906.364408497604,12853.050914261157,13053.313494236447,101.55809372662708
dense_reward,bi_kp,50,2028,aubc,28490.691990880394,26737.64187495004,1753.050115930353,6.556487382579346
dense_reward,bi_kp,50,2029,aubc,33788.26416035615,30914.999977615862,2873.2641827402877,9.294077906584786
dense_reward,bi_kp,50,2025,hv_final,36520.044364833804,37363.99020714818,-843.9458423143733,-2.2587144403889647
dense_reward,bi_kp,50,2026,hv_final,37139.1230470288,13430.947616316758,23708.175430712043,176.51900750405622
dense_reward,bi_kp,50,2027,hv_final,31983.165936416797,31403.547186005708,579.6187504110894,1.845711081547452
dense_reward,bi_kp,50,2028,hv_final,33470.948829332636,37003.31658090265,-3532.367751570011,-9.546084183689253
dense_reward,bi_kp,50,2029,hv_final,37542.51573372906,37246.98792483839,295.5278088906707,0.7934274027393107
dense_reward,bi_kp,100,2025,aubc,26375.912708105887,15066.292347703287,11309.6203604026,75.065716895681
dense_reward,bi_kp,100,2026,aubc,36003.19584744661,35875.23694568177,127.95890176483954,0.35667750977805834
dense_reward,bi_kp,100,2027,aubc,33764.92344563623,30736.01456507377,3028.9088805624633,9.854592156539056
dense_reward,bi_kp,100,2028,aubc,33054.50227867011,36919.18154515437,-3864.679266484265,-10.467944046260968
dense_reward,bi_kp,100,2029,aubc,15753.49169249577,32045.739283709023,-16292.247591213252,-50.84060457140298
dense_reward,bi_kp,100,2025,hv_final,29551.883393316413,29826.45383224025,-274.5704389238381,-0.9205601191082491
dense_reward,bi_kp,100,2026,hv_final,40003.550941607355,39207.9092302533,795.641711354052,2.0292888016077315
dense_reward,bi_kp,100,2027,hv_final,37517.056269632165,37616.48568064467,-99.42941101250472,-0.26432403031116936
dense_reward,bi_kp,100,2028,hv_final,36727.224754077884,38862.29636332039,-2135.0716092425064,-5.493940937719943
dense_reward,bi_kp,100,2029,hv_final,34841.445736601054,38659.86527392178,-3818.419537320726,-9.876960279777435
dense_reward,bi_kp,200,2025,aubc,16042.749254853217,36903.892161316646,-20861.14290646343,-56.528300091691875
dense_reward,bi_kp,200,2026,aubc,18023.10944601504,33124.19621956897,-15101.086773553929,-45.58929271356198
dense_reward,bi_kp,200,2027,aubc,31455.638299498092,33939.442280719806,-2483.803981221714,-7.3183405922751525
dense_reward,bi_kp,200,2028,aubc,18668.551453004176,27588.251796586337,-8919.70034358216,-32.33151708687046
dense_reward,bi_kp,200,2029,aubc,36755.36699575912,30420.084528823016,6335.282466936103,20.82598574285166
dense_reward,bi_kp,200,2025,hv_final,16931.661482694693,39824.474946096256,-22892.813463401562,-57.4842819507043
dense_reward,bi_kp,200,2026,hv_final,23789.178926416105,39979.906847219914,-16190.727920803809,-40.49716269393876
dense_reward,bi_kp,200,2027,hv_final,37673.70547047862,38165.232668283104,-491.5271978044839,-1.2878925751000692
dense_reward,bi_kp,200,2028,hv_final,32820.136617507604,32069.005654720364,751.1309627872397,2.3422334040365866
dense_reward,bi_kp,200,2029,hv_final,39662.5756558806,33168.60060032412,6493.975055556482,19.578682663787216
hybrid_reward,bi_tsp,25,2025,aubc,13024.238918151717,12557.741945931783,466.49697221993483,3.714815722671072
hybrid_reward,bi_tsp,25,2026,aubc,13123.326645104798,12895.581480476088,227.74516462870997,1.7660713087929825
hybrid_reward,bi_tsp,25,2027,aubc,11833.354468949772,12389.347404389126,-555.9929354393535,-4.487669263696525
hybrid_reward,bi_tsp,25,2028,aubc,12385.274436273967,12043.926213965915,341.34822230805185,2.8341939019207008
hybrid_reward,bi_tsp,25,2029,aubc,11775.518020234107,10838.920015204958,936.5980050291491,8.64106390410926
hybrid_reward,bi_tsp,25,2025,hv_final,14536.88709305557,14270.161302195207,266.7257908603624,1.8691154585570802
hybrid_reward,bi_tsp,25,2026,hv_final,15263.779217934301,15008.916099904145,254.86311803015633,1.6980781045993432
hybrid_reward,bi_tsp,25,2027,hv_final,14273.1958389995,14156.779336612526,116.41650238697366,0.8223374795840455
hybrid_reward,bi_tsp,25,2028,hv_final,14413.461889953944,14340.888220452813,72.57366950113101,0.50606118941523
hybrid_reward,bi_tsp,25,2029,hv_final,15100.280207372994,14647.18920973643,453.09099763656377,3.09336481661191
hybrid_reward,bi_tsp,50,2025,aubc,12834.430162921422,11254.515116628785,1579.9150462926373,14.038055215353351
hybrid_reward,bi_tsp,50,2026,aubc,12789.328508037073,12329.496272915392,459.83223512168115,3.7295297791833493
hybrid_reward,bi_tsp,50,2027,aubc,12810.097187996642,13670.03014470003,-859.9329567033874,-6.290644187326755
hybrid_reward,bi_tsp,50,2028,aubc,13113.357908658963,12792.610038130135,320.74787052882857,2.507290299421272
hybrid_reward,bi_tsp,50,2029,aubc,13110.536483267988,14209.776664694242,-1099.240181426254,-7.7358019577987935
hybrid_reward,bi_tsp,50,2025,hv_final,15101.115225139625,14478.315550129413,622.799675010212,4.301603130929443
hybrid_reward,bi_tsp,50,2026,hv_final,14695.422101762046,14367.419851876424,328.0022498856215,2.2829586193430895
hybrid_reward,bi_tsp,50,2027,hv_final,14280.921487786007,14897.685198019086,-616.7637102330791,-4.139996932644873
hybrid_reward,bi_tsp,50,2028,hv_final,14904.401318350609,15066.262338956425,-161.86102060581652,-1.07432763989046
