comparator,task,budget,seed,metric,full,comparator_value,delta,delta_pct
full_old,bi_cvrp,25,2029,hv_final,14569.355869809526,17741.59469480505,-3172.2388249955256,-17.88023500460415
full_old,bi_cvrp,50,2025,aubc,12933.955947996285,12902.425877482603,31.530070513681494,0.24437319627395038
full_old,bi_cvrp,50,2026,aubc,13544.34169364806,16340.890018920574,-2796.5483252725135,-17.11380666557625
full_old,bi_cvrp,50,2027,aubc,15113.525001958425,12792.362870524714,2321.1621314337117,18.144905323018733
full_old,bi_cvrp,50,2028,aubc,13887.587050876824,11311.160018561843,2576.4270323149813,22.777743645099278
full_old,bi_cvrp,50,2029,aubc,13989.577496981747,13244.885389737185,744.6921072445621,5.622488117727231
full_old,bi_cvrp,50,2025,hv_final,15967.846849378127,16756.397243483898,-788.5503941057705,-4.705966220825997
full_old,bi_cvrp,50,2026,hv_final,18818.646878663556,21221.93508950724,-2403.2882108436825,-11.324547929806549
full_old,bi_cvrp,50,2027,hv_final,17174.46022949821,17286.976852060427,-112.51662256221607,-0.6508750692797105
full_old,bi_cvrp,50,2028,hv_final,19290.96282816287,14501.487203284414,4789.475624878454,33.02747889053541
full_old,bi_cvrp,50,2029,hv_final,17096.25115787379,17201.149856801538,-104.89869892774732,-0.6098353877561857
full_old,bi_cvrp,100,2025,aubc,14167.71242913809,15742.47073773215,-1574.7583085940605,-10.003247487826805
full_old,bi_cvrp,100,2026,aubc,14428.463817880409,16156.153730915752,-1727.6899130353431,-10.693695676646763
full_old,bi_cvrp,100,2027,aubc,15573.858194058372,14538.579103894812,1035.2790901635599,7.120909703522638
full_old,bi_cvrp,100,2028,aubc,14288.497100341723,15929.629210145245,-1641.1321098035223,-10.30238738236493
full_old,bi_cvrp,100,2029,aubc,15107.736198786446,12932.179381168231,2175.556817618215,16.822816584080556
full_old,bi_cvrp,100,2025,hv_final,20957.553435524558,17018.887284034758,3938.6661514898005,23.14291225833913
full_old,bi_cvrp,100,2026,hv_final,16875.396278222703,17852.103570072653,-976.7072918499507,-5.471104780544223
full_old,bi_cvrp,100,2027,hv_final,17208.683087357313,17516.360366138328,-307.67727878101505,-1.756513752570421
