ablation,task,budget,seed,aubc,hv_final,pareto_size,consumed_budget,total_budget,n_calls,run_dir
dense_reward,tri_tsp,25,2026,151486.82821010897,204711.93001366078,6,25.0,25.0,25,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/dense_reward/tri_tsp/B25/seed2026/20260617_165350_TRITSPEvaluation_BMAB-dense_reward
dense_reward,tri_tsp,25,2027,166017.851979272,207522.31497409,6,25.0,25.0,25,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/dense_reward/tri_tsp/B25/seed2027/20260617_170724_TRITSPEvaluation_BMAB-dense_reward
dense_reward,tri_tsp,25,2028,136773.24690254361,207232.19227658122,6,25.0,25.0,25,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/dense_reward/tri_tsp/B25/seed2028/20260617_171953_TRITSPEvaluation_BMAB-dense_reward
dense_reward,tri_tsp,25,2029,153799.44320934443,207837.08541803304,6,25.0,25.0,25,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/dense_reward/tri_tsp/B25/seed2029/20260617_173403_TRITSPEvaluation_BMAB-dense_reward
dense_reward,tri_tsp,50,2025,152690.24868711547,206338.17390150737,8,50.0,50.0,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/dense_reward/tri_tsp/B50/seed2025/20260617_174458_TRITSPEvaluation_BMAB-dense_reward
dense_reward,tri_tsp,50,2026,177322.6140255868,206551.52925281035,8,50.0,50.0,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/dense_reward/tri_tsp/B50/seed2026/20260617_180549_TRITSPEvaluation_BMAB-dense_reward
dense_reward,tri_tsp,50,2027,153611.9344916144,207597.79719521652,8,50.0,50.0,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/dense_reward/tri_tsp/B50/seed2027/20260617_182205_TRITSPEvaluation_BMAB-dense_reward
dense_reward,tri_tsp,50,2028,176685.03444596278,207864.74640701507,8,50.0,50.0,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/dense_reward/tri_tsp/B50/seed2028/20260617_184319_TRITSPEvaluation_BMAB-dense_reward
dense_reward,tri_tsp,50,2029,173781.35512356705,206882.56562329413,8,50.0,50.0,50,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/dense_reward/tri_tsp/B50/seed2029/20260617_190045_TRITSPEvaluation_BMAB-dense_reward
full,bi_cvrp,100,2025,14167.71242913809,20957.553435524558,8,100.0,100.0,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_cvrp/B100/seed2025/20260616_181949_BICVRPEvaluation_BMAB-full
full,bi_cvrp,100,2026,14428.463817880409,16875.396278222703,8,100.0,100.0,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_cvrp/B100/seed2026/20260616_184048_BICVRPEvaluation_BMAB-full
full,bi_cvrp,100,2027,15573.858194058372,17208.683087357313,8,100.0,100.0,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_cvrp/B100/seed2027/20260616_190430_BICVRPEvaluation_BMAB-full
full,bi_cvrp,100,2028,14288.497100341723,20680.98919509936,8,100.0,100.0,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_cvrp/B100/seed2028/20260616_192631_BICVRPEvaluation_BMAB-full
full,bi_cvrp,100,2029,15107.736198786446,18651.52617134129,8,100.0,100.0,100,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_cvrp/B100/seed2029/20260616_232738_BICVRPEvaluation_BMAB-full
full,bi_cvrp,200,2025,16281.627803444408,23355.061311467292,10,200.0,200.0,200,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_cvrp/B200/seed2025/20260616_235410_BICVRPEvaluation_BMAB-full
full,bi_cvrp,200,2026,15475.863730195835,21490.572812608785,10,200.0,200.0,200,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_cvrp/B200/seed2026/20260617_004204_BICVRPEvaluation_BMAB-full
full,bi_cvrp,200,2027,16401.447816879467,17731.378121000052,10,200.0,200.0,200,/Users/huyvan/Downloads/GenAIThesis/week7+8+9/MPaGE/mpage_bmab/experiments/results/full/bi_cvrp/B200/seed2027/20260617_013109_BICVRPEvaluation_BMAB-full
